"Geneid","GeneName","NewName","GeneType","chr","start","end","strand","logFC","logCPM","PValue","FDR","significance"
"ENSG00000131370","SH3BP5","ENSG00000131370_SH3BP5","protein_coding","chr3",15254353,15341368,"-",-0.0810366775202963,4.70618143818279,0.779238886367565,0.919751120283387,"Not_significant"
"ENSG00000151553","FHIP2A","ENSG00000151553_FHIP2A","protein_coding","chr10",114821744,114899832,"+",-0.0843831617970255,4.51631242480835,0.7794019118496,0.919863436482662,"Not_significant"
"ENSG00000185236","RAB11B","ENSG00000185236_RAB11B","protein_coding","chr19",8389981,8404434,"+",-0.0665815423460319,6.6316244127916,0.779461219715504,0.919863436482662,"Not_significant"
"ENSG00000185624","P4HB","ENSG00000185624_P4HB","protein_coding","chr17",81843159,81860856,"-",-0.0776232924131081,9.37699113012829,0.779644772642489,0.920004998861755,"Not_significant"
"ENSG00000165591","FAAH2","ENSG00000165591_FAAH2","protein_coding","chrX",57286706,57489193,"+",0.147187223852435,1.5255222836093,0.779786558765735,0.920097256044463,"Not_significant"
"ENSG00000141298","SSH2","ENSG00000141298_SSH2","protein_coding","chr17",29625938,29930276,"-",-0.0728333903608821,5.00855611249768,0.77995225131774,0.920217703903632,"Not_significant"
"ENSG00000113141","IK","ENSG00000113141_IK","protein_coding","chr5",140647058,140662480,"+",-0.064542772646209,7.09655772031418,0.780064258853825,0.920225253500813,"Not_significant"
"ENSG00000162733","DDR2","ENSG00000162733_DDR2","protein_coding","chr1",162631373,162787405,"+",0.238063132957527,-0.339693435210042,0.780165113501838,0.920225253500813,"Not_significant"
"ENSG00000181619","GPR135","ENSG00000181619_GPR135","protein_coding","chr14",59429022,59465380,"-",-0.230737108525394,0.00826883958174326,0.780311262755779,0.920225253500813,"Not_significant"
"ENSG00000131495","NDUFA2","ENSG00000131495_NDUFA2","protein_coding","chr5",140638740,140647771,"-",0.0633539321325194,5.98595327141679,0.780320262762339,0.920225253500813,"Not_significant"
"ENSG00000234390","USP27X-DT","ENSG00000234390_USP27X-DT","lncRNA","chrX",49876724,49879241,"-",-0.19360988355712,0.0883484790995447,0.780325900550928,0.920225253500813,"Not_significant"
"ENSG00000102606","ARHGEF7","ENSG00000102606_ARHGEF7","protein_coding","chr13",111114559,111305737,"+",0.0636955097492524,6.06340882580351,0.780375534372655,0.920225253500813,"Not_significant"
"ENSG00000147509","RGS20","ENSG00000147509_RGS20","protein_coding","chr8",53851795,53959303,"+",0.0970211510799605,3.54484715889255,0.780403940961425,0.920225253500813,"Not_significant"
"ENSG00000228801","PCMTD1-DT","ENSG00000228801_PCMTD1-DT","lncRNA","chr8",51899268,51949874,"+",0.119283102776848,2.35178480744867,0.780648622530704,0.920291730448066,"Not_significant"
"ENSG00000223705","NSUN5P1","ENSG00000223705_NSUN5P1","transcribed_unprocessed_pseudogene","chr7",75410368,75416597,"+",-0.0708021554774527,5.02881845676241,0.780975357824385,0.920291730448066,"Not_significant"
"ENSG00000175866","BAIAP2","ENSG00000175866_BAIAP2","protein_coding","chr17",81035122,81117434,"+",-0.0956330034777696,5.56902434075991,0.780998924583696,0.920291730448066,"Not_significant"
"ENSG00000174951","FUT1","ENSG00000174951_FUT1","protein_coding","chr19",48748011,48755390,"-",0.103036476438925,3.1480935855556,0.781030411371585,0.920291730448066,"Not_significant"
"ENSG00000180574","EIF2S3B","ENSG00000180574_EIF2S3B","protein_coding","chr12",10505602,10523135,"+",-0.0857168782547165,4.17261196701843,0.781086709025994,0.920291730448066,"Not_significant"
"ENSG00000143437","ARNT","ENSG00000143437_ARNT","protein_coding","chr1",150809713,150876708,"-",0.063176697630738,5.97753886964981,0.781107035937135,0.920291730448066,"Not_significant"
"ENSG00000147400","CETN2","ENSG00000147400_CETN2","protein_coding","chrX",152826994,152830757,"-",-0.0683358385577954,5.53578995558277,0.781155184509687,0.920291730448066,"Not_significant"
"ENSG00000064999","ANKS1A","ENSG00000064999_ANKS1A","protein_coding","chr6",34889255,35091406,"+",0.0660672873865448,6.26092890784154,0.78116059724848,0.920291730448066,"Not_significant"
"ENSG00000163798","SLC4A1AP","ENSG00000163798_SLC4A1AP","protein_coding","chr2",27663426,27695366,"+",-0.0657176768037727,5.58008614387021,0.781179713985132,0.920291730448066,"Not_significant"
"ENSG00000108523","RNF167","ENSG00000108523_RNF167","protein_coding","chr17",4940008,4945222,"+",-0.0631036721639093,7.02705795144947,0.781249353159571,0.920291730448066,"Not_significant"
"ENSG00000099331","MYO9B","ENSG00000099331_MYO9B","protein_coding","chr19",17075777,17214537,"+",-0.0622274810924987,6.56557232490876,0.781315486947465,0.920291730448066,"Not_significant"
"ENSG00000116212","LRRC42","ENSG00000116212_LRRC42","protein_coding","chr1",53946077,53968168,"+",0.0633613380979959,5.92995352251755,0.781318394602196,0.920291730448066,"Not_significant"
"ENSG00000196700","ZNF512B","ENSG00000196700_ZNF512B","protein_coding","chr20",63956704,63969930,"-",-0.0662279935134958,6.20124435379581,0.781442365170349,0.920291730448066,"Not_significant"
"ENSG00000156502","SUPV3L1","ENSG00000156502_SUPV3L1","protein_coding","chr10",69180234,69209099,"+",0.0697056522234295,5.41853984893669,0.78145718208711,0.920291730448066,"Not_significant"
"ENSG00000076928","ARHGEF1","ENSG00000076928_ARHGEF1","protein_coding","chr19",41883173,41930150,"+",-0.07394069415432,7.18961409870002,0.781514510511905,0.920291730448066,"Not_significant"
"ENSG00000287804","ENSG00000287804","ENSG00000287804_ENSG00000287804","lncRNA","chr6",28476650,28489505,"-",0.159869078338324,0.171673923806838,0.781617238502295,0.920291730448066,"Not_significant"
"ENSG00000168137","SETD5","ENSG00000168137_SETD5","protein_coding","chr3",9397615,9479240,"+",0.0661673367885325,6.92867618431994,0.781650556378921,0.920291730448066,"Not_significant"
"ENSG00000060971","ACAA1","ENSG00000060971_ACAA1","protein_coding","chr3",38103129,38137242,"-",0.0621982606718795,6.40931076104755,0.78169555373313,0.920291730448066,"Not_significant"
"ENSG00000100228","RAB36","ENSG00000100228_RAB36","protein_coding","chr22",23145366,23165663,"+",0.1255237492028,2.88443465636924,0.781733089121369,0.920291730448066,"Not_significant"
"ENSG00000176171","BNIP3","ENSG00000176171_BNIP3","protein_coding","chr10",131967684,131981967,"-",-0.0642289713159584,5.81842923512438,0.78173927912615,0.920291730448066,"Not_significant"
"ENSG00000269929","MIRLET7A1HG","ENSG00000269929_MIRLET7A1HG","lncRNA","chr9",94166258,94200905,"+",-0.144516060654962,1.59915039059001,0.7817962861521,0.920291730448066,"Not_significant"
"ENSG00000182575","NXPH3","ENSG00000182575_NXPH3","protein_coding","chr17",49575871,49583827,"+",0.12544343715196,1.89551205134653,0.78194094324766,0.920305339898389,"Not_significant"
"ENSG00000151276","MAGI1","ENSG00000151276_MAGI1","protein_coding","chr3",65353525,66038918,"-",-0.104932662557591,2.97724361700117,0.781959828698877,0.920305339898389,"Not_significant"
"ENSG00000112208","BAG2","ENSG00000112208_BAG2","protein_coding","chr6",57172326,57189833,"+",0.121343645090919,2.50349876174291,0.781998703029932,0.920305339898389,"Not_significant"
"ENSG00000243970","PPIEL","ENSG00000243970_PPIEL","transcribed_unprocessed_pseudogene","chr1",39531838,39558707,"-",-0.151341412894265,1.47947101216903,0.782250183582834,0.92039750481242,"Not_significant"
"ENSG00000159871","LYPD5","ENSG00000159871_LYPD5","protein_coding","chr19",43785874,43827206,"-",-0.120484278980763,3.03880785649917,0.782263678615666,0.92039750481242,"Not_significant"
"ENSG00000149743","TRPT1","ENSG00000149743_TRPT1","protein_coding","chr11",64223799,64226254,"-",0.0979397004382433,4.13512400826724,0.782307326886298,0.92039750481242,"Not_significant"
"ENSG00000157617","C2CD2","ENSG00000157617_C2CD2","protein_coding","chr21",41885112,41954018,"-",0.0834257834216974,4.31700140284412,0.782403054912257,0.92039750481242,"Not_significant"
"ENSG00000157593","SLC35B2","ENSG00000157593_SLC35B2","protein_coding","chr6",44254096,44257890,"-",0.0623972849701692,7.66875855594333,0.782428436770951,0.92039750481242,"Not_significant"
"ENSG00000011478","QPCTL","ENSG00000011478_QPCTL","protein_coding","chr19",45692403,45703989,"+",0.0793050377915769,4.88435739303497,0.782461776405045,0.92039750481242,"Not_significant"
"ENSG00000068323","TFE3","ENSG00000068323_TFE3","protein_coding","chrX",49028726,49043410,"-",0.0681386788868507,6.28773234473542,0.782522391240699,0.92039750481242,"Not_significant"
"ENSG00000213553","RPLP0P6","ENSG00000213553_RPLP0P6","processed_pseudogene","chr2",38481851,38482804,"+",-0.065893503537335,6.68337311115872,0.782652846888219,0.920407194333137,"Not_significant"
"ENSG00000166716","ZNF592","ENSG00000166716_ZNF592","protein_coding","chr15",84748592,84806445,"+",0.0661619619103932,5.75254646601944,0.782657880374113,0.920407194333137,"Not_significant"
"ENSG00000177239","MAN1B1","ENSG00000177239_MAN1B1","protein_coding","chr9",137086857,137109189,"+",-0.0639406444967842,5.79033200374655,0.782966688465811,0.920622901287706,"Not_significant"
"ENSG00000225173","ENSG00000225173","ENSG00000225173_ENSG00000225173","lncRNA","chr6",28837240,28839058,"-",0.190014723761281,-0.272576348874261,0.782968585271855,0.920622901287706,"Not_significant"
"ENSG00000102471","NDFIP2","ENSG00000102471_NDFIP2","protein_coding","chr13",79481155,79556077,"+",0.0650557016126909,6.13723382644445,0.783089633277999,0.920665040474885,"Not_significant"
"ENSG00000164258","NDUFS4","ENSG00000164258_NDUFS4","protein_coding","chr5",53560633,53683338,"+",0.0638767487121766,5.77869205191935,0.783131710427447,0.920665040474885,"Not_significant"
"ENSG00000182534","MXRA7","ENSG00000182534_MXRA7","protein_coding","chr17",76672551,76711004,"-",0.0658380549454727,6.20757516597284,0.783388984634072,0.920892658192466,"Not_significant"
"ENSG00000125753","VASP","ENSG00000125753_VASP","protein_coding","chr19",45506579,45526989,"+",-0.0716714054776391,6.77583834855926,0.783848545139249,0.921289501146703,"Not_significant"
"ENSG00000160613","PCSK7","ENSG00000160613_PCSK7","protein_coding","chr11",117204337,117232525,"-",-0.0694685432330688,6.07725688476474,0.783856483967556,0.921289501146703,"Not_significant"
"ENSG00000164221","CCDC112","ENSG00000164221_CCDC112","protein_coding","chr5",115267190,115296693,"-",-0.0997961640051389,3.03141913285555,0.784020434169702,0.921289501146703,"Not_significant"
"ENSG00000231074","HCG18","ENSG00000231074_HCG18","lncRNA","chr6",30286690,30327382,"-",-0.0686699960310963,5.4973940794129,0.78402445965108,0.921289501146703,"Not_significant"
"ENSG00000144893","MED12L","ENSG00000144893_MED12L","protein_coding","chr3",151085286,151437072,"+",0.183120617663403,0.94860041951896,0.784045005434609,0.921289501146703,"Not_significant"
"ENSG00000156958","GALK2","ENSG00000156958_GALK2","protein_coding","chr15",49155656,49367869,"+",-0.069185341567847,5.18013574092063,0.784183244871748,0.921328767262188,"Not_significant"
"ENSG00000119042","SATB2","ENSG00000119042_SATB2","protein_coding","chr2",199269505,199471266,"-",0.096568844042075,3.5801530211814,0.784205800587538,0.921328767262188,"Not_significant"
"ENSG00000135185","TMEM243","ENSG00000135185_TMEM243","protein_coding","chr7",87196160,87220587,"-",-0.0820525596369854,4.32728082958602,0.784489055827849,0.921502963926097,"Not_significant"
"ENSG00000247596","TWF2","ENSG00000247596_TWF2","protein_coding","chr3",52228612,52246788,"-",0.0675416782004106,5.84113534484754,0.784544008277562,0.921502963926097,"Not_significant"
"ENSG00000113851","CRBN","ENSG00000113851_CRBN","protein_coding","chr3",3144628,3179727,"-",0.0754253644729988,4.49909374717992,0.784566272050395,0.921502963926097,"Not_significant"
"ENSG00000088179","PTPN4","ENSG00000088179_PTPN4","protein_coding","chr2",119759922,119984899,"+",-0.0932302087811888,3.71090391299768,0.784652549865459,0.921502963926097,"Not_significant"
"ENSG00000116473","RAP1A","ENSG00000116473_RAP1A","protein_coding","chr1",111542218,111716691,"+",0.0652197189846096,5.57980692932355,0.784672577743789,0.921502963926097,"Not_significant"
"ENSG00000074319","TSG101","ENSG00000074319_TSG101","protein_coding","chr11",18468336,18526951,"-",-0.0625504758985236,6.26560124078665,0.784772722701377,0.921545759119906,"Not_significant"
"ENSG00000171105","INSR","ENSG00000171105_INSR","protein_coding","chr19",7112255,7294414,"-",0.0774742629213387,4.68430851194868,0.784955458184114,0.92168552419573,"Not_significant"
"ENSG00000108654","DDX5","ENSG00000108654_DDX5","protein_coding","chr17",64498254,64508199,"-",0.0615143665139999,9.22062723322202,0.78509139598905,0.921691915009351,"Not_significant"
"ENSG00000074054","CLASP1","ENSG00000074054_CLASP1","protein_coding","chr2",121337776,121649476,"-",-0.0654526020857965,6.04285659097196,0.785164407484208,0.921691915009351,"Not_significant"
"ENSG00000069248","NUP133","ENSG00000069248_NUP133","protein_coding","chr1",229440259,229508341,"-",-0.0681225047334354,6.2327482303436,0.785242430086605,0.921691915009351,"Not_significant"
"ENSG00000198718","TOGARAM1","ENSG00000198718_TOGARAM1","protein_coding","chr14",44962190,45074431,"+",-0.112233186296988,2.30178304389977,0.785263969613364,0.921691915009351,"Not_significant"
"ENSG00000064225","ST3GAL6","ENSG00000064225_ST3GAL6","protein_coding","chr3",98732236,98821201,"+",0.123278115953652,1.79627223254233,0.785291784094122,0.921691915009351,"Not_significant"
"ENSG00000006015","REX1BD","ENSG00000006015_REX1BD","protein_coding","chr19",18588685,18592337,"+",-0.112946168860232,3.37906817007491,0.785343187087327,0.921691915009351,"Not_significant"
"ENSG00000068400","GRIPAP1","ENSG00000068400_GRIPAP1","protein_coding","chrX",48973720,49002265,"-",0.0650343262818874,5.62675370798593,0.785463669975168,0.921714044130454,"Not_significant"
"ENSG00000101294","HM13","ENSG00000101294_HM13","protein_coding","chr20",31514428,31577923,"+",-0.0632350779048915,7.31825543485783,0.785532473080488,0.921714044130454,"Not_significant"
"ENSG00000204120","GIGYF2","ENSG00000204120_GIGYF2","protein_coding","chr2",232697299,232860605,"+",-0.0628899670621407,6.373760095094,0.785553190245014,0.921714044130454,"Not_significant"
"ENSG00000107262","BAG1","ENSG00000107262_BAG1","protein_coding","chr9",33247820,33264720,"-",-0.0642183651254722,5.75209382824736,0.785771843974222,0.921895822784355,"Not_significant"
"ENSG00000131788","PIAS3","ENSG00000131788_PIAS3","protein_coding","chr1",145848522,145859836,"-",0.0635288143112824,6.5235856996277,0.786149824731511,0.922158995662377,"Not_significant"
"ENSG00000114841","DNAH1","ENSG00000114841_DNAH1","protein_coding","chr3",52316319,52400492,"+",-0.191480099959477,0.313074713358594,0.786153736535086,0.922158995662377,"Not_significant"
"ENSG00000116030","SUMO1","ENSG00000116030_SUMO1","protein_coding","chr2",202206182,202238599,"-",0.0616638361174199,7.41937799796387,0.78618739758773,0.922158995662377,"Not_significant"
"ENSG00000144048","DUSP11","ENSG00000144048_DUSP11","protein_coding","chr2",73761782,73780132,"-",-0.0621111865351975,5.85898423514229,0.786273423447758,0.922185125960375,"Not_significant"
"ENSG00000120029","ARMH3","ENSG00000120029_ARMH3","protein_coding","chr10",101845599,102056193,"-",0.0680971529796563,5.1486349713419,0.786345691301279,0.922195117175865,"Not_significant"
"ENSG00000140391","TSPAN3","ENSG00000140391_TSPAN3","protein_coding","chr15",77041404,77083984,"-",0.0608853538367214,7.49748591844635,0.786541775766056,0.92227919079355,"Not_significant"
"ENSG00000144524","COPS7B","ENSG00000144524_COPS7B","protein_coding","chr2",231781671,231809254,"+",0.0603413983114641,6.61797501813051,0.786544889867277,0.92227919079355,"Not_significant"
"ENSG00000280852","ENSG00000280852","ENSG00000280852_ENSG00000280852","transcribed_processed_pseudogene","chr17",60102225,60102662,"-",0.258372198214516,-0.200077844683478,0.786781587351013,0.922279612673959,"Not_significant"
"ENSG00000174928","C3orf33","ENSG00000174928_C3orf33","protein_coding","chr3",155762617,155806278,"-",-0.179076373826924,0.479913259538184,0.786787652452181,0.922279612673959,"Not_significant"
"ENSG00000157510","AFAP1L1","ENSG00000157510_AFAP1L1","protein_coding","chr5",149271859,149343637,"+",-0.0763567550675391,5.36439183073495,0.786796481570772,0.922279612673959,"Not_significant"
"ENSG00000170142","UBE2E1","ENSG00000170142_UBE2E1","protein_coding","chr3",23805955,23891640,"+",0.0619340179995331,6.02727889994365,0.786839239456854,0.922279612673959,"Not_significant"
"ENSG00000067167","TRAM1","ENSG00000067167_TRAM1","protein_coding","chr8",70573218,70608416,"-",0.0623950858793545,7.40540709374787,0.78694141749932,0.922279612673959,"Not_significant"
"ENSG00000166529","ZSCAN21","ENSG00000166529_ZSCAN21","protein_coding","chr7",100049774,100065040,"+",0.103832846775297,3.4064302644204,0.786961400012612,0.922279612673959,"Not_significant"
"ENSG00000113742","CPEB4","ENSG00000113742_CPEB4","protein_coding","chr5",173888349,173961980,"+",-0.100714057515288,3.19100949199733,0.786991534553252,0.922279612673959,"Not_significant"
"ENSG00000086232","EIF2AK1","ENSG00000086232_EIF2AK1","protein_coding","chr7",6022247,6059175,"-",0.0613779925199214,8.25295312313193,0.787223466692698,0.922415872473229,"Not_significant"
"ENSG00000198399","ITSN2","ENSG00000198399_ITSN2","protein_coding","chr2",24202864,24360536,"-",-0.0687192909986813,4.93364218340958,0.787235335376364,0.922415872473229,"Not_significant"
"ENSG00000216285","ENSG00000216285","ENSG00000216285_ENSG00000216285","processed_pseudogene","chr12",104030779,104031543,"+",-0.149964401868958,1.04422598897586,0.787626322499746,0.922799253363677,"Not_significant"
"ENSG00000165806","CASP7","ENSG00000165806_CASP7","protein_coding","chr10",113679162,113730907,"+",-0.0746977565513051,4.55473012923156,0.787835971770035,0.922876106203413,"Not_significant"
"ENSG00000230091","TMEM254-AS1","ENSG00000230091_TMEM254-AS1","lncRNA","chr10",80046860,80078912,"-",0.188997690811342,0.674933793745748,0.787877788076199,0.922876106203413,"Not_significant"
"ENSG00000206562","METTL6","ENSG00000206562_METTL6","protein_coding","chr3",15381275,15440566,"-",0.0858208425811077,3.8505038408792,0.78788330648501,0.922876106203413,"Not_significant"
"ENSG00000164008","C1orf50","ENSG00000164008_C1orf50","protein_coding","chr1",42767245,42779491,"+",-0.154324959961994,1.53533316062579,0.787979628842208,0.922905897750553,"Not_significant"
"ENSG00000101222","SPEF1","ENSG00000101222_SPEF1","protein_coding","chr20",3777504,3781448,"-",0.200752713497489,-0.307025604447143,0.788036336859866,0.922905897750553,"Not_significant"
"ENSG00000273749","CYFIP1","ENSG00000273749_CYFIP1","protein_coding","chr15",22867052,22981063,"-",0.0601834228233703,7.8748601868391,0.788141779427768,0.92295466536081,"Not_significant"
"ENSG00000120925","RNF170","ENSG00000120925_RNF170","protein_coding","chr8",42849637,42897290,"-",0.0945276829398471,3.5751653122062,0.78820991937326,0.922959745317596,"Not_significant"
"ENSG00000137177","KIF13A","ENSG00000137177_KIF13A","protein_coding","chr6",17759183,17987635,"-",0.063860502944391,6.25517363714227,0.78842791592496,0.923023767113621,"Not_significant"
"ENSG00000020426","MNAT1","ENSG00000020426_MNAT1","protein_coding","chr14",60734742,60969965,"+",0.072460180103668,5.04855117731084,0.788474227242431,0.923023767113621,"Not_significant"
"ENSG00000105219","CCNP","ENSG00000105219_CCNP","protein_coding","chr19",40222208,40226697,"-",0.289087410321515,0.274260296591548,0.788501706303085,0.923023767113621,"Not_significant"
"ENSG00000196290","NIF3L1","ENSG00000196290_NIF3L1","protein_coding","chr2",200889327,200903938,"+",-0.0655829305028465,5.59271449151603,0.788519819852767,0.923023767113621,"Not_significant"
"ENSG00000214941","ZSWIM7","ENSG00000214941_ZSWIM7","protein_coding","chr17",15976560,15999717,"-",0.0848727054455784,3.9325507291146,0.788752369409696,0.923115306796045,"Not_significant"
"ENSG00000082805","ERC1","ENSG00000082805_ERC1","protein_coding","chr12",990509,1495933,"+",0.0604227425540241,6.3864135602904,0.788770228841475,0.923115306796045,"Not_significant"
"ENSG00000184584","STING1","ENSG00000184584_STING1","protein_coding","chr5",139475533,139482935,"-",0.0832334853350525,5.10498243036152,0.78881532062999,0.923115306796045,"Not_significant"
"ENSG00000165996","HACD1","ENSG00000165996_HACD1","protein_coding","chr10",17589032,17617374,"-",0.0938751390194301,3.48318661311077,0.788889487930625,0.923115306796045,"Not_significant"
"ENSG00000132405","TBC1D14","ENSG00000132405_TBC1D14","protein_coding","chr4",6909242,7033118,"+",0.0605928155072659,7.2296997247641,0.788917084053608,0.923115306796045,"Not_significant"
"ENSG00000163964","PIGX","ENSG00000163964_PIGX","protein_coding","chr3",196639775,196736007,"+",-0.0729236054529867,4.60221592297919,0.78903279240709,0.923176025150515,"Not_significant"
"ENSG00000185298","CCDC137","ENSG00000185298_CCDC137","protein_coding","chr17",81666737,81673904,"+",0.0616051611138663,6.04512671428316,0.789137361604765,0.923223701817592,"Not_significant"
"ENSG00000154813","DPH3","ENSG00000154813_DPH3","protein_coding","chr3",16257061,16264969,"-",0.0718035149088351,5.01202475078787,0.78924519446241,0.92327518867,"Not_significant"
"ENSG00000127125","PPCS","ENSG00000127125_PPCS","protein_coding","chr1",42456117,42473385,"+",0.0633064434889533,5.86131166996488,0.789407542145395,0.923390434598147,"Not_significant"
"ENSG00000009844","VTA1","ENSG00000009844_VTA1","protein_coding","chr6",142147162,142224685,"+",-0.0606135720108958,5.9025900751006,0.789799385183393,0.923696752202688,"Not_significant"
"ENSG00000169223","LMAN2","ENSG00000169223_LMAN2","protein_coding","chr5",177315805,177351840,"-",-0.0645350835973716,7.17626523522457,0.789884531610773,0.923696752202688,"Not_significant"
"ENSG00000167526","RPL13","ENSG00000167526_RPL13","protein_coding","chr16",89560677,89564542,"+",-0.0650541508439074,9.67626016213169,0.789885963579444,0.923696752202688,"Not_significant"
"ENSG00000135336","ORC3","ENSG00000135336_ORC3","protein_coding","chr6",87590067,87667453,"+",-0.0700333111813944,5.06025467608632,0.789924825210802,0.923696752202688,"Not_significant"
"ENSG00000163624","CDS1","ENSG00000163624_CDS1","protein_coding","chr4",84583127,84651334,"+",0.0653388116078602,5.50583440933933,0.790071024379706,0.923793035780539,"Not_significant"
"ENSG00000180998","GPR137C","ENSG00000180998_GPR137C","protein_coding","chr14",52552836,52637713,"+",-0.203524379156202,0.546653865255974,0.790354688448334,0.923926397922612,"Not_significant"
"ENSG00000119723","COQ6","ENSG00000119723_COQ6","protein_coding","chr14",73949926,73963670,"+",0.0793595833581174,4.20933149845067,0.790376664189043,0.923926397922612,"Not_significant"
"ENSG00000226243","RPL37AP1","ENSG00000226243_RPL37AP1","processed_pseudogene","chr20",44466564,44466842,"-",0.117466603879048,2.41072156417449,0.790376688392944,0.923926397922612,"Not_significant"
"ENSG00000117461","PIK3R3","ENSG00000117461_PIK3R3","protein_coding","chr1",46040140,46133036,"-",-0.098500713711844,3.46305345522912,0.790475875418742,0.923932416487444,"Not_significant"
"ENSG00000198961","PJA2","ENSG00000198961_PJA2","protein_coding","chr5",109334713,109409974,"-",0.0766011133031025,5.92209379843672,0.790552085879101,0.923932416487444,"Not_significant"
"ENSG00000132376","INPP5K","ENSG00000132376_INPP5K","protein_coding","chr17",1494577,1516742,"-",0.0768531341468439,4.42186798157533,0.790573734922541,0.923932416487444,"Not_significant"
"ENSG00000214413","BBIP1","ENSG00000214413_BBIP1","protein_coding","chr10",110898730,110919201,"-",0.0814861106742004,4.18911944111796,0.790698307717066,0.923932416487444,"Not_significant"
"ENSG00000155275","TRMT44","ENSG00000155275_TRMT44","protein_coding","chr4",8436140,8493531,"+",0.0839387855148206,3.92506523444231,0.790756924916057,0.923932416487444,"Not_significant"
"ENSG00000147457","CHMP7","ENSG00000147457_CHMP7","protein_coding","chr8",23243637,23262000,"+",0.0602768949790732,6.34946082844047,0.790788208986213,0.923932416487444,"Not_significant"
"ENSG00000177697","CD151","ENSG00000177697_CD151","protein_coding","chr11",832887,839831,"+",-0.0681335935478122,8.284263741289,0.79090872961971,0.923932416487444,"Not_significant"
"ENSG00000176871","WSB2","ENSG00000176871_WSB2","protein_coding","chr12",118032687,118062430,"-",-0.0622811763035743,6.11637888057,0.790953852050288,0.923932416487444,"Not_significant"
"ENSG00000129055","ANAPC13","ENSG00000129055_ANAPC13","protein_coding","chr3",134477706,134486716,"-",-0.0640146519311074,5.66454681057494,0.790956660153498,0.923932416487444,"Not_significant"
"ENSG00000175730","BAK1P1","ENSG00000175730_BAK1P1","processed_pseudogene","chr20",32690180,32690815,"-",0.217402303776815,0.428022730361634,0.79103098263794,0.923944626147795,"Not_significant"
"ENSG00000176407","KCMF1","ENSG00000176407_KCMF1","protein_coding","chr2",84971093,85059472,"+",0.060864574119041,6.33059082768923,0.79123811079746,0.924111941772651,"Not_significant"
"ENSG00000124217","MOCS3","ENSG00000124217_MOCS3","protein_coding","chr20",50958818,50963929,"+",-0.090180022080855,3.99607452533292,0.791308187180383,0.92411917621308,"Not_significant"
"ENSG00000114982","KANSL3","ENSG00000114982_KANSL3","protein_coding","chr2",96593170,96642787,"-",0.0613826890084632,5.97640339000671,0.791412918574392,0.92416687763135,"Not_significant"
"ENSG00000108262","GIT1","ENSG00000108262_GIT1","protein_coding","chr17",29573475,29594054,"-",-0.0612403293216552,7.19501535508863,0.791548199426086,0.924185505015703,"Not_significant"
"ENSG00000114127","XRN1","ENSG00000114127_XRN1","protein_coding","chr3",142306607,142448062,"-",-0.072672486632438,5.03908907240453,0.791556643657166,0.924185505015703,"Not_significant"
"ENSG00000112130","RNF8","ENSG00000112130_RNF8","protein_coding","chr6",37353979,37394734,"+",0.0601281755579044,6.33161045642598,0.791765357852104,0.92423729335787,"Not_significant"
"ENSG00000163558","PRKCI","ENSG00000163558_PRKCI","protein_coding","chr3",170222424,170305977,"+",0.0604120704660717,6.31887858875805,0.791829700797773,0.92423729335787,"Not_significant"
"ENSG00000184154","LRRC51","ENSG00000184154_LRRC51","protein_coding","chr11",72080337,72096895,"+",-0.163869425414938,0.855231435806566,0.791880758064094,0.92423729335787,"Not_significant"
"ENSG00000122406","RPL5","ENSG00000122406_RPL5","protein_coding","chr1",92832013,92841924,"+",-0.0606153507761121,9.70948743551332,0.791916007909695,0.92423729335787,"Not_significant"
"ENSG00000137714","FDX1","ENSG00000137714_FDX1","protein_coding","chr11",110429948,110464884,"+",-0.076337445960267,4.36196276913856,0.791920451484225,0.92423729335787,"Not_significant"
"ENSG00000070159","PTPN3","ENSG00000070159_PTPN3","protein_coding","chr9",109375466,109498313,"-",0.0612665456388005,5.90939512719453,0.792060076163021,0.924325674554232,"Not_significant"
"ENSG00000115504","EHBP1","ENSG00000115504_EHBP1","protein_coding","chr2",62673851,63046487,"+",-0.0638206506652132,6.54898918542243,0.792165048037977,0.924337126816213,"Not_significant"
"ENSG00000231346","LINC01160","ENSG00000231346_LINC01160","lncRNA","chr1",111599655,111608723,"-",0.181330738243353,0.693334948037576,0.79219768410531,0.924337126816213,"Not_significant"
"ENSG00000226976","COX6A1P2","ENSG00000226976_COX6A1P2","processed_pseudogene","chr6",37044860,37045189,"+",0.121685470462483,2.29978176760992,0.792567501148856,0.924667096923171,"Not_significant"
"ENSG00000185798","WDR53","ENSG00000185798_WDR53","protein_coding","chr3",196554177,196568674,"-",0.0890233192550716,3.72371619993294,0.792608323091893,0.924667096923171,"Not_significant"
"ENSG00000143740","SNAP47","ENSG00000143740_SNAP47","protein_coding","chr1",227728200,227781826,"+",-0.0650909579334393,5.12277519281336,0.792883761111497,0.924913836645344,"Not_significant"
"ENSG00000248370","LINC02434","ENSG00000248370_LINC02434","lncRNA","chr4",188159705,188161157,"+",0.0956833533648883,3.7446144462671,0.79298874882764,0.924961719121161,"Not_significant"
"ENSG00000196449","YRDC","ENSG00000196449_YRDC","protein_coding","chr1",37802945,37808208,"-",-0.0735212393399651,5.26683303779909,0.79318750281286,0.924971848870557,"Not_significant"
