"Geneid","GeneName","NewName","GeneType","chr","start","end","strand","9_SC1","10_Ssh1","11_SC2","12_Ssh2"
"ENSG00000203837","PNLIPRP3","ENSG00000203837_PNLIPRP3","protein_coding","chr10",116427847,116477957,"+",126,557,39,291
"ENSG00000203865","ATP1A1-AS1","ENSG00000203865_ATP1A1-AS1","lncRNA","chr1",116378437,116421301,"-",65,78,41,59
"ENSG00000203872","C6orf163","ENSG00000203872_C6orf163","protein_coding","chr6",87344813,87365463,"+",25,31,16,16
"ENSG00000203875","SNHG5","ENSG00000203875_SNHG5","lncRNA","chr6",85650491,85678932,"-",1947,774,1454,1013
"ENSG00000203879","GDI1","ENSG00000203879_GDI1","protein_coding","chrX",154436913,154443467,"+",2896,2504,1860,2848
"ENSG00000203880","PCMTD2","ENSG00000203880_PCMTD2","protein_coding","chr20",64255695,64304820,"+",1135,568,551,682
"ENSG00000203883","SOX18","ENSG00000203883_SOX18","protein_coding","chr20",64047582,64049639,"-",19,28,12,32
"ENSG00000203896","LIME1","ENSG00000203896_LIME1","protein_coding","chr20",63736283,63739103,"+",120,78,103,95
"ENSG00000203930","LINC00632","ENSG00000203930_LINC00632","lncRNA","chrX",140709562,140793215,"+",9,31,15,41
"ENSG00000203950","RTL8A","ENSG00000203950_RTL8A","protein_coding","chrX",135050932,135052196,"-",1243,1142,754,1168
"ENSG00000203965","EFCAB7","ENSG00000203965_EFCAB7","protein_coding","chr1",63523372,63572693,"+",232,272,148,267
"ENSG00000203993","ARRDC1-AS1","ENSG00000203993_ARRDC1-AS1","lncRNA","chr9",137615326,137618906,"-",350,254,235,290
"ENSG00000203999","LINC01270","ENSG00000203999_LINC01270","lncRNA","chr20",50292709,50315488,"+",57,91,59,81
"ENSG00000204044","SLC12A5-AS1","ENSG00000204044_SLC12A5-AS1","lncRNA","chr20",46013500,46022073,"-",6,35,10,27
"ENSG00000204052","LRRC73","ENSG00000204052_LRRC73","protein_coding","chr6",43506968,43510346,"-",36,99,28,76
"ENSG00000204054","LINC00963","ENSG00000204054_LINC00963","lncRNA","chr9",129476946,129513687,"+",102,92,54,95
"ENSG00000204060","FOXO6","ENSG00000204060_FOXO6","protein_coding","chr1",41361922,41383590,"+",38,87,8,65
"ENSG00000204070","SYS1","ENSG00000204070_SYS1","protein_coding","chr20",45361937,45376798,"+",1103,804,548,794
"ENSG00000204084","INPP5B","ENSG00000204084_INPP5B","protein_coding","chr1",37860697,37947053,"-",540,378,307,430
"ENSG00000204103","MAFB","ENSG00000204103_MAFB","protein_coding","chr20",40685848,40689236,"-",92,160,45,223
"ENSG00000204104","TRAF3IP1","ENSG00000204104_TRAF3IP1","protein_coding","chr2",238320441,238400897,"+",516,514,328,616
"ENSG00000204116","CHIC1","ENSG00000204116_CHIC1","protein_coding","chrX",73563197,73687111,"+",201,126,87,151
"ENSG00000204120","GIGYF2","ENSG00000204120_GIGYF2","protein_coding","chr2",232697299,232860605,"+",2506,1486,1353,2089
"ENSG00000204130","RUFY2","ENSG00000204130_RUFY2","protein_coding","chr10",68341107,68407294,"-",556,402,282,493
"ENSG00000204138","PHACTR4","ENSG00000204138_PHACTR4","protein_coding","chr1",28369582,28500364,"+",2196,1098,1020,1177
"ENSG00000204147","ASAH2B","ENSG00000204147_ASAH2B","protein_coding","chr10",50739318,50816495,"+",354,240,218,295
"ENSG00000204152","TIMM23B","ENSG00000204152_TIMM23B","protein_coding","chr10",49942049,49974850,"+",95,85,45,56
"ENSG00000204160","ZDHHC18","ENSG00000204160_ZDHHC18","protein_coding","chr1",26826688,26857604,"+",1609,1063,1006,1675
"ENSG00000204172","AGAP9","ENSG00000204172_AGAP9","protein_coding","chr10",47501854,47523638,"-",301,157,168,146
"ENSG00000204177","BMS1P1","ENSG00000204177_BMS1P1","transcribed_unprocessed_pseudogene","chr10",46788397,46799819,"+",83,50,37,44
"ENSG00000204178","MACO1","ENSG00000204178_MACO1","protein_coding","chr1",25430858,25500209,"+",739,697,493,586
"ENSG00000204179","PTPN20","ENSG00000204179_PTPN20","protein_coding","chr10",46911396,47002488,"+",597,447,319,567
"ENSG00000204186","ZDBF2","ENSG00000204186_ZDBF2","protein_coding","chr2",206274663,206314427,"+",380,350,253,528
"ENSG00000204209","DAXX","ENSG00000204209_DAXX","protein_coding","chr6",33318558,33323016,"-",4367,2704,2612,3724
"ENSG00000204217","BMPR2","ENSG00000204217_BMPR2","protein_coding","chr2",202376327,202567751,"+",1701,1107,863,1048
"ENSG00000204219","TCEA3","ENSG00000204219_TCEA3","protein_coding","chr1",23380909,23424748,"-",68,150,67,188
"ENSG00000204220","PFDN6","ENSG00000204220_PFDN6","protein_coding","chr6",33289302,33298401,"+",2654,1506,1638,1819
"ENSG00000204227","RING1","ENSG00000204227_RING1","protein_coding","chr6",33208500,33212722,"+",2524,2144,1555,1913
"ENSG00000204228","HSD17B8","ENSG00000204228_HSD17B8","protein_coding","chr6",33204655,33206831,"+",540,484,326,420
"ENSG00000204231","RXRB","ENSG00000204231_RXRB","protein_coding","chr6",33193588,33200665,"-",2145,1590,1061,1928
"ENSG00000204237","OXLD1","ENSG00000204237_OXLD1","protein_coding","chr17",81665036,81666635,"-",519,562,382,414
"ENSG00000204248","COL11A2","ENSG00000204248_COL11A2","protein_coding","chr6",33162681,33192499,"-",13,23,13,29
"ENSG00000204253","HNRNPCP2","ENSG00000204253_HNRNPCP2","processed_pseudogene","chr2",189923336,189924216,"+",478,252,266,370
"ENSG00000204256","BRD2","ENSG00000204256_BRD2","protein_coding","chr6",32968594,32981505,"+",8898,6835,7862,10673
"ENSG00000204257","HLA-DMA","ENSG00000204257_HLA-DMA","protein_coding","chr6",32948613,32969094,"-",43,60,23,52
"ENSG00000204261","PSMB8-AS1","ENSG00000204261_PSMB8-AS1","lncRNA","chr6",32844078,32846500,"+",80,60,60,97
"ENSG00000204262","COL5A2","ENSG00000204262_COL5A2","protein_coding","chr2",189031898,189225312,"-",1108,1789,993,2099
"ENSG00000204264","PSMB8","ENSG00000204264_PSMB8","protein_coding","chr6",32840717,32844679,"-",2149,1585,1498,1725
"ENSG00000204267","TAP2","ENSG00000204267_TAP2","protein_coding","chr6",32821833,32838739,"-",2619,1452,1530,1733
"ENSG00000204271","SPIN3","ENSG00000204271_SPIN3","protein_coding","chrX",56818298,56995827,"-",326,229,168,250
"ENSG00000204272","NBDY","ENSG00000204272_NBDY","protein_coding","chrX",56729241,56819179,"+",311,514,359,744
"ENSG00000204282","TNRC6C-AS1","ENSG00000204282_TNRC6C-AS1",NA,NA,NA,NA,NA,83,84,34,80
"ENSG00000204287","HLA-DRA","ENSG00000204287_HLA-DRA","protein_coding","chr6",32439878,32445046,"+",106,215,83,185
"ENSG00000204304","PBX2","ENSG00000204304_PBX2","protein_coding","chr6",32184733,32190202,"-",6877,4865,3921,5772
"ENSG00000204305","AGER","ENSG00000204305_AGER","protein_coding","chr6",32180968,32184322,"-",208,194,205,228
"ENSG00000204308","RNF5","ENSG00000204308_RNF5","protein_coding","chr6",32178405,32180793,"+",1998,1133,1120,1395
"ENSG00000204310","AGPAT1","ENSG00000204310_AGPAT1","protein_coding","chr6",32168212,32178096,"-",4855,2716,2520,3368
"ENSG00000204311","PJVK","ENSG00000204311_PJVK","protein_coding","chr2",178451346,178462102,"+",18,24,6,6
"ENSG00000204314","PRRT1","ENSG00000204314_PRRT1","protein_coding","chr6",32148359,32153083,"-",57,51,28,58
"ENSG00000204315","FKBPL","ENSG00000204315_FKBPL","protein_coding","chr6",32128707,32130288,"-",734,462,350,478
"ENSG00000204316","MRPL38","ENSG00000204316_MRPL38","protein_coding","chr17",75898644,75905093,"-",68,44,49,43
"ENSG00000204344","STK19","ENSG00000204344_STK19","protein_coding","chr6",31971091,31982821,"+",456,453,323,396
"ENSG00000204348","DXO","ENSG00000204348_DXO","protein_coding","chr6",31969810,31972290,"-",1183,915,785,873
"ENSG00000204351","SKIC2","ENSG00000204351_SKIC2","protein_coding","chr6",31959116,31969818,"+",4197,2920,2421,3302
"ENSG00000204356","NELFE","ENSG00000204356_NELFE","protein_coding","chr6",31952087,31959038,"-",3329,2204,1852,1932
"ENSG00000204362","LINC02783","ENSG00000204362_LINC02783","lncRNA","chr1",17189783,17197617,"+",54,68,42,70
"ENSG00000204366","ZBTB12","ENSG00000204366_ZBTB12","protein_coding","chr6",31899613,31902086,"-",122,96,93,83
"ENSG00000204370","SDHD","ENSG00000204370_SDHD","protein_coding","chr11",112086824,112120016,"+",2262,1247,1188,1522
"ENSG00000204371","EHMT2","ENSG00000204371_EHMT2","protein_coding","chr6",31879759,31897698,"-",4912,2804,2427,2776
"ENSG00000204385","SLC44A4","ENSG00000204385_SLC44A4","protein_coding","chr6",31863192,31879046,"-",68,83,40,80
"ENSG00000204386","NEU1","ENSG00000204386_NEU1","protein_coding","chr6",31857659,31862905,"-",3930,3550,3105,5631
"ENSG00000204387","SNHG32","ENSG00000204387_SNHG32","lncRNA","chr6",31834608,31839766,"+",573,555,469,347
"ENSG00000204388","HSPA1B","ENSG00000204388_HSPA1B","protein_coding","chr6",31827738,31830254,"+",4885,2402,2048,2800
"ENSG00000204389","HSPA1A","ENSG00000204389_HSPA1A","protein_coding","chr6",31815543,31817946,"+",10121,4068,3974,4427
"ENSG00000204390","HSPA1L","ENSG00000204390_HSPA1L","protein_coding","chr6",31809619,31815283,"-",10,38,6,52
"ENSG00000204392","LSM2","ENSG00000204392_LSM2","protein_coding","chr6",31797396,31806966,"-",2966,1582,1637,2033
"ENSG00000204394","VARS1","ENSG00000204394_VARS1","protein_coding","chr6",31777518,31795752,"-",6242,4291,4629,5173
"ENSG00000204396","VWA7","ENSG00000204396_VWA7","protein_coding","chr6",31765590,31777328,"-",160,383,114,313
"ENSG00000204397","CARD16","ENSG00000204397_CARD16","protein_coding","chr11",105041326,105101431,"-",41,34,28,48
"ENSG00000204406","MBD5","ENSG00000204406_MBD5","protein_coding","chr2",148021011,148516971,"+",323,347,149,267
"ENSG00000204410","MSH5","ENSG00000204410_MSH5","protein_coding","chr6",31739677,31762676,"+",142,69,94,55
"ENSG00000204420","MPIG6B","ENSG00000204420_MPIG6B","protein_coding","chr6",31718594,31726714,"+",10,22,6,63
"ENSG00000204421","LY6G6C","ENSG00000204421_LY6G6C","protein_coding","chr6",31718648,31721746,"-",14,12,14,44
"ENSG00000204427","ABHD16A","ENSG00000204427_ABHD16A","protein_coding","chr6",31686955,31703356,"-",46,24,48,28
"ENSG00000204428","LY6G5C","ENSG00000204428_LY6G5C","protein_coding","chr6",31676684,31684040,"-",68,56,47,106
"ENSG00000204435","CSNK2B","ENSG00000204435_CSNK2B","protein_coding","chr6",31665227,31670343,"+",588,348,358,414
"ENSG00000204438","GPANK1","ENSG00000204438_GPANK1","protein_coding","chr6",31661228,31666283,"-",804,401,484,471
"ENSG00000204439","C6orf47","ENSG00000204439_C6orf47","protein_coding","chr6",31658298,31660778,"-",1521,1395,903,1359
"ENSG00000204463","BAG6","ENSG00000204463_BAG6","protein_coding","chr6",31639028,31652705,"-",9009,6561,6162,7591
"ENSG00000204469","PRRC2A","ENSG00000204469_PRRC2A","protein_coding","chr6",31620715,31637771,"+",28831,19319,16288,24663
"ENSG00000204498","NFKBIL1","ENSG00000204498_NFKBIL1","protein_coding","chr6",31546870,31558829,"+",629,702,419,634
"ENSG00000204514","ZNF814","ENSG00000204514_ZNF814","protein_coding","chr19",57848731,57889074,"-",182,85,66,113
"ENSG00000204516","MICB","ENSG00000204516_MICB","protein_coding","chr6",31494881,31511124,"+",2166,1875,1353,3223
"ENSG00000204519","ZNF551","ENSG00000204519_ZNF551","protein_coding","chr19",57681969,57717301,"+",293,128,115,224
"ENSG00000204520","MICA","ENSG00000204520_MICA","protein_coding","chr6",31399784,31415315,"+",2095,2018,1288,2928
"ENSG00000204524","ZNF805","ENSG00000204524_ZNF805","protein_coding","chr19",57240632,57262728,"+",196,173,100,215
"ENSG00000204525","HLA-C","ENSG00000204525_HLA-C","protein_coding","chr6",31268749,31272130,"-",3140,4415,2578,4537
"ENSG00000204536","CCHCR1","ENSG00000204536_CCHCR1","protein_coding","chr6",31142439,31158238,"-",1451,943,826,1078
"ENSG00000204539","CDSN","ENSG00000204539_CDSN","protein_coding","chr6",31115087,31120446,"-",126,27,28,14
"ENSG00000204540","PSORS1C1","ENSG00000204540_PSORS1C1","protein_coding","chr6",31114750,31140092,"+",111,101,69,88
"ENSG00000204560","DHX16","ENSG00000204560_DHX16","protein_coding","chr6",30653119,30673006,"-",3215,2111,1968,3177
"ENSG00000204564","C6orf136","ENSG00000204564_C6orf136","protein_coding","chr6",30647039,30653210,"+",1438,738,697,911
"ENSG00000204568","MRPS18B","ENSG00000204568_MRPS18B","protein_coding","chr6",30617840,30626395,"+",4132,2603,2449,3819
"ENSG00000204569","PPP1R10","ENSG00000204569_PPP1R10","protein_coding","chr6",30600413,30618612,"-",5484,2882,3092,2717
"ENSG00000204574","ABCF1","ENSG00000204574_ABCF1","protein_coding","chr6",30571393,30597179,"+",6832,4014,3760,5080
"ENSG00000204576","PRR3","ENSG00000204576_PRR3","protein_coding","chr6",30557280,30563723,"+",429,259,247,211
"ENSG00000204580","DDR1","ENSG00000204580_DDR1","protein_coding","chr6",30876421,30900156,"+",13998,23562,8328,17742
"ENSG00000204588","LINC01123","ENSG00000204588_LINC01123","lncRNA","chr2",109987063,109996140,"+",140,64,78,127
"ENSG00000204590","GNL1","ENSG00000204590_GNL1","protein_coding","chr6",30541381,30556489,"-",3933,2880,2197,3116
"ENSG00000204592","HLA-E","ENSG00000204592_HLA-E","protein_coding","chr6",30489509,30494194,"+",7975,9382,7188,14756
"ENSG00000204599","TRIM39","ENSG00000204599_TRIM39","protein_coding","chr6",30326479,30343729,"+",595,368,335,411
"ENSG00000204604","ZNF468","ENSG00000204604_ZNF468","protein_coding","chr19",52838010,52857649,"-",113,65,38,142
"ENSG00000204610","TRIM15","ENSG00000204610_TRIM15","protein_coding","chr6",30163206,30172693,"+",15,74,34,156
"ENSG00000204611","ZNF616","ENSG00000204611_ZNF616","protein_coding","chr19",52113091,52139938,"-",194,129,91,185
"ENSG00000204613","TRIM10","ENSG00000204613_TRIM10","protein_coding","chr6",30151943,30161211,"-",2,35,7,64
"ENSG00000204616","TRIM31","ENSG00000204616_TRIM31","protein_coding","chr6",30102897,30113090,"-",42,41,19,52
"ENSG00000204618","RNF39","ENSG00000204618_RNF39","protein_coding","chr6",30070266,30075849,"-",279,331,205,570
"ENSG00000204619","PPP1R11","ENSG00000204619_PPP1R11","protein_coding","chr6",30066709,30070333,"+",2490,1490,1627,1791
"ENSG00000204623","POLR1HASP","ENSG00000204623_POLR1HASP","transcribed_unitary_pseudogene","chr6",30056965,30058612,"-",168,132,91,94
"ENSG00000204628","RACK1","ENSG00000204628_RACK1","protein_coding","chr5",181236897,181248096,"-",38692,27982,25913,30037
"ENSG00000204634","TBC1D8","ENSG00000204634_TBC1D8","protein_coding","chr2",101007228,101252866,"-",916,747,395,595
"ENSG00000204642","HLA-F","ENSG00000204642_HLA-F","protein_coding","chr6",29722775,29738528,"+",1782,2487,1488,2433
"ENSG00000204644","ZFP57","ENSG00000204644_ZFP57","protein_coding","chr6",29672483,29681155,"-",152,176,138,216
"ENSG00000204650","LINC02210","ENSG00000204650_LINC02210","transcribed_unitary_pseudogene","chr17",45633049,45636444,"+",442,438,256,546
"ENSG00000204673","AKT1S1","ENSG00000204673_AKT1S1","protein_coding","chr19",49869033,49878459,"-",2427,1647,1526,1886
"ENSG00000204681","GABBR1","ENSG00000204681_GABBR1","protein_coding","chr6",29555629,29633976,"-",2555,1473,1435,1110
"ENSG00000204682","MIR1915HG","ENSG00000204682_MIR1915HG","lncRNA","chr10",21490272,21497260,"-",221,177,89,152
"ENSG00000204685","STARD7-AS1","ENSG00000204685_STARD7-AS1","lncRNA","chr2",96208389,96243353,"+",43,74,44,98
"ENSG00000204710","SPDYC","ENSG00000204710_SPDYC","protein_coding","chr11",65170233,65173374,"+",4,31,10,45
"ENSG00000204713","TRIM27","ENSG00000204713_TRIM27","protein_coding","chr6",28903002,28923988,"-",3344,2203,2089,3081
"ENSG00000204745","ENSG00000204745","ENSG00000204745_ENSG00000204745","unprocessed_pseudogene","chr2",87125198,87196629,"+",68,48,42,56
"ENSG00000204778","ZNG1DP","ENSG00000204778_ZNG1DP","unprocessed_pseudogene","chr9",65287914,65323015,"-",51,39,53,30
"ENSG00000204789","ZNF204P","ENSG00000204789_ZNF204P","transcribed_unprocessed_pseudogene","chr6",27358252,27359854,"-",551,614,416,653
"ENSG00000204839","MROH6","ENSG00000204839_MROH6","protein_coding","chr8",143566192,143572772,"-",1491,842,966,756
"ENSG00000204842","ATXN2","ENSG00000204842_ATXN2","protein_coding","chr12",111443485,111599676,"-",1381,802,740,940
"ENSG00000204843","DCTN1","ENSG00000204843_DCTN1","protein_coding","chr2",74361154,74392087,"-",3913,2385,2130,2935
"ENSG00000204852","TCTN1","ENSG00000204852_TCTN1","protein_coding","chr12",110614027,110663431,"+",495,472,293,330
"ENSG00000204856","FAM216A","ENSG00000204856_FAM216A","protein_coding","chr12",110468415,110490385,"+",876,278,334,245
"ENSG00000204859","ZBTB48","ENSG00000204859_ZBTB48","protein_coding","chr1",6579994,6589280,"+",487,316,309,366
"ENSG00000204860","FAM201A","ENSG00000204860_FAM201A","lncRNA","chr9",38620474,38624990,"+",90,67,51,55
"ENSG00000204899","MZT1","ENSG00000204899_MZT1","protein_coding","chr13",72708367,72727629,"-",985,281,307,368
"ENSG00000204920","ZNF155","ENSG00000204920_ZNF155","protein_coding","chr19",43967862,43998326,"+",78,90,64,71
"ENSG00000204922","UQCC3","ENSG00000204922_UQCC3","protein_coding","chr11",62670273,62673686,"+",1021,658,708,670
"ENSG00000204923","FBXO48","ENSG00000204923_FBXO48","protein_coding","chr2",68459422,68467294,"-",63,34,27,21
"ENSG00000204934","ATP6V0E2-AS1","ENSG00000204934_ATP6V0E2-AS1","lncRNA","chr7",149867697,149880610,"-",46,70,15,38
"ENSG00000204936","CD177","ENSG00000204936_CD177","protein_coding","chr19",43353686,43363172,"+",36,45,16,16
"ENSG00000204946","ZNF783","ENSG00000204946_ZNF783","protein_coding","chr7",149262171,149297302,"+",485,585,349,482
"ENSG00000204947","ZNF425","ENSG00000204947_ZNF425","protein_coding","chr7",149102784,149126324,"-",89,100,52,77
"ENSG00000204950","LRRC10B","ENSG00000204950_LRRC10B","protein_coding","chr11",61508749,61511018,"+",7,23,1,17
"ENSG00000204954","UQCC6","ENSG00000204954_UQCC6","protein_coding","chr12",103940763,103965708,"-",321,212,209,306
"ENSG00000204959","ARHGEF34P","ENSG00000204959_ARHGEF34P","unprocessed_pseudogene","chr7",144272445,144286966,"-",193,168,116,163
"ENSG00000204977","TRIM13","ENSG00000204977_TRIM13","protein_coding","chr13",49995888,50020481,"+",966,545,520,793
"ENSG00000204991","SPIRE2","ENSG00000204991_SPIRE2","protein_coding","chr16",89818179,89871319,"+",176,198,123,123
"ENSG00000205060","SLC35B4","ENSG00000205060_SLC35B4","protein_coding","chr7",134289332,134316930,"-",1269,787,780,920
"ENSG00000205078","SYCE1L","ENSG00000205078_SYCE1L","protein_coding","chr16",77199408,77213215,"+",8,31,4,16
"ENSG00000205084","TMEM231","ENSG00000205084_TMEM231","protein_coding","chr16",75536741,75556289,"-",211,293,204,396
"ENSG00000205129","CFAP96","ENSG00000205129_CFAP96","protein_coding","chr4",185426249,185449826,"+",42,48,16,36
"ENSG00000205133","TRIQK","ENSG00000205133_TRIQK","protein_coding","chr8",92883532,93017673,"-",502,395,285,503
"ENSG00000205138","SDHAF1","ENSG00000205138_SDHAF1","protein_coding","chr19",35995188,35996312,"+",378,331,279,488
"ENSG00000205155","PSENEN","ENSG00000205155_PSENEN","protein_coding","chr19",35745600,35747519,"+",577,421,341,475
"ENSG00000205189","ZBTB10","ENSG00000205189_ZBTB10","protein_coding","chr8",80485619,80526265,"+",142,142,135,323
"ENSG00000205208","C4orf46","ENSG00000205208_C4orf46","protein_coding","chr4",158666675,158672255,"-",1131,418,477,498
"ENSG00000205213","LGR4","ENSG00000205213_LGR4","protein_coding","chr11",27365961,27472790,"-",1603,1050,781,1235
"ENSG00000205220","PSMB10","ENSG00000205220_PSMB10","protein_coding","chr16",67934506,67936864,"-",64,67,45,59
"ENSG00000205221","VIT","ENSG00000205221_VIT","protein_coding","chr2",36696690,36814794,"+",9,25,16,15
"ENSG00000205250","E2F4","ENSG00000205250_E2F4","protein_coding","chr16",67192155,67198918,"+",5033,2903,3252,4388
"ENSG00000205268","PDE7A","ENSG00000205268_PDE7A","protein_coding","chr8",65714334,65842322,"-",1119,669,669,816
"ENSG00000205269","TMEM170B","ENSG00000205269_TMEM170B","protein_coding","chr6",11537749,11583524,"+",67,85,33,91
"ENSG00000205302","SNX2","ENSG00000205302_SNX2","protein_coding","chr5",122775079,122834543,"+",1607,1006,933,1206
"ENSG00000205309","NT5M","ENSG00000205309_NT5M","protein_coding","chr17",17303335,17347663,"+",16,51,41,44
"ENSG00000205325","ENSG00000205325","ENSG00000205325_ENSG00000205325","lncRNA","chr17",14767583,14780686,"-",94,297,43,332
"ENSG00000205336","ADGRG1","ENSG00000205336_ADGRG1","protein_coding","chr16",57610652,57665580,"+",4833,8836,2375,5490
"ENSG00000205339","IPO7","ENSG00000205339_IPO7","protein_coding","chr11",9384652,9448127,"+",11349,5356,6775,8466
"ENSG00000205352","PRR13","ENSG00000205352_PRR13","protein_coding","chr12",53441678,53446645,"+",2749,1752,1547,1895
"ENSG00000205356","TECPR1","ENSG00000205356_TECPR1","protein_coding","chr7",98214624,98252232,"-",208,185,136,131
"ENSG00000205363","INSYN1","ENSG00000205363_INSYN1","protein_coding","chr15",73735458,73753351,"-",7,125,21,49
"ENSG00000205413","SAMD9","ENSG00000205413_SAMD9","protein_coding","chr7",93099513,93118023,"-",428,354,156,208
"ENSG00000205420","KRT6A","ENSG00000205420_KRT6A","protein_coding","chr12",52487176,52493257,"-",23432,36502,24789,34470
"ENSG00000205423","CNEP1R1","ENSG00000205423_CNEP1R1","protein_coding","chr16",50024410,50037088,"+",479,324,222,388
"ENSG00000205426","KRT81","ENSG00000205426_KRT81","protein_coding","chr12",52285913,52291534,"-",6352,29518,4331,16417
"ENSG00000205464","ATP6AP1L","ENSG00000205464_ATP6AP1L","transcribed_unitary_pseudogene","chr5",82295449,82318300,"+",20,54,14,15
"ENSG00000205476","CCDC85C","ENSG00000205476_CCDC85C","protein_coding","chr14",99500190,99604207,"-",2603,1497,1280,1390
"ENSG00000205482","SPDYE18","ENSG00000205482_SPDYE18","protein_coding","chr7",77050391,77062558,"-",16,8,20,10
"ENSG00000205485","AC004980.1","ENSG00000205485_AC004980.1",NA,NA,NA,NA,NA,68,46,58,51
"ENSG00000205517","RGL3","ENSG00000205517_RGL3","protein_coding","chr19",11384341,11419328,"-",248,559,282,424
"ENSG00000205531","NAP1L4","ENSG00000205531_NAP1L4","protein_coding","chr11",2944431,2992377,"-",5227,3058,2781,3365
"ENSG00000205534","SMG1P2","ENSG00000205534_SMG1P2","transcribed_unprocessed_pseudogene","chr16",29527568,29594966,"-",125,73,35,74
"ENSG00000205542","TMSB4X","ENSG00000205542_TMSB4X","protein_coding","chrX",12975110,12977227,"+",9992,11265,11279,15856
"ENSG00000205544","TMEM256","ENSG00000205544_TMEM256","protein_coding","chr17",7402975,7404097,"-",521,350,344,423
"ENSG00000205559","CHKB-DT","ENSG00000205559_CHKB-DT","lncRNA","chr22",50583026,50595634,"+",35,17,9,16
"ENSG00000205560","CPT1B","ENSG00000205560_CPT1B","protein_coding","chr22",50568861,50578465,"-",30,22,20,34
"ENSG00000205571","SMN2","ENSG00000205571_SMN2","protein_coding","chr5",70049638,70078522,"+",369,213,273,300
"ENSG00000205572","SERF1B","ENSG00000205572_SERF1B","protein_coding","chr5",70025251,70043113,"+",65,22,10,146
"ENSG00000205581","HMGN1","ENSG00000205581_HMGN1","protein_coding","chr21",39342315,39349647,"-",8749,4656,5226,5466
"ENSG00000205583","STAG3L1","ENSG00000205583_STAG3L1","transcribed_unprocessed_pseudogene","chr7",75361374,75367087,"+",51,15,36,27
"ENSG00000205593","DENND6B","ENSG00000205593_DENND6B","protein_coding","chr22",50309030,50327012,"-",126,224,65,78
"ENSG00000205609","EIF3CL","ENSG00000205609_EIF3CL","protein_coding","chr16",28379579,28403841,"-",84,20,30,36
"ENSG00000205629","LCMT1","ENSG00000205629_LCMT1","protein_coding","chr16",25111731,25178231,"+",892,740,628,861
"ENSG00000205639","MFSD2B","ENSG00000205639_MFSD2B","protein_coding","chr2",24010081,24063321,"+",115,82,96,94
"ENSG00000205643","CDPF1","ENSG00000205643_CDPF1","protein_coding","chr22",46244011,46250311,"-",167,151,124,138
"ENSG00000205659","LIN52","ENSG00000205659_LIN52","protein_coding","chr14",74084956,74201493,"+",428,161,186,317
"ENSG00000205670","SMIM11","ENSG00000205670_SMIM11","protein_coding","chr21",34375480,34416961,"+",30,3,10,12
"ENSG00000205683","DPF3","ENSG00000205683_DPF3","protein_coding","chr14",72609034,72894101,"-",97,45,45,68
"ENSG00000205707","ETFRF1","ENSG00000205707_ETFRF1","protein_coding","chr12",25195216,25209645,"+",196,174,100,168
"ENSG00000205726","ITSN1","ENSG00000205726_ITSN1","protein_coding","chr21",33642400,33899861,"+",1236,714,751,879
"ENSG00000205730","ITPRIPL2","ENSG00000205730_ITPRIPL2","protein_coding","chr16",19113932,19121629,"+",1661,1181,893,982
"ENSG00000205744","DENND1C","ENSG00000205744_DENND1C","protein_coding","chr19",6467207,6482557,"-",29,58,24,57
"ENSG00000205746","PKD1P4","ENSG00000205746_PKD1P4","transcribed_unprocessed_pseudogene","chr16",18334400,18352476,"-",28,30,29,39
"ENSG00000205758","CRYZL1","ENSG00000205758_CRYZL1","protein_coding","chr21",33589341,33643926,"-",479,307,330,366
"ENSG00000205763","RP9P","ENSG00000205763_RP9P","transcribed_unprocessed_pseudogene","chr7",32916815,32943038,"-",268,191,187,244
"ENSG00000205765","RIMOC1","ENSG00000205765_RIMOC1","protein_coding","chr5",41904188,41921636,"+",1054,951,649,1225
"ENSG00000205771","CATSPER2P1","ENSG00000205771_CATSPER2P1","transcribed_unprocessed_pseudogene","chr15",43727181,43745165,"-",34,44,10,24
"ENSG00000205795","CYS1","ENSG00000205795_CYS1","protein_coding","chr2",10056473,10080944,"-",15,119,30,56
"ENSG00000205808","PLPP6","ENSG00000205808_PLPP6","protein_coding","chr9",4662294,4665258,"+",200,153,98,156
"ENSG00000205853","RFPL3S","ENSG00000205853_RFPL3S","lncRNA","chr22",32359886,32382106,"-",13,20,10,26
"ENSG00000205861","PCOTH","ENSG00000205861_PCOTH","lncRNA","chr13",23888842,23897263,"+",43,16,5,24
"ENSG00000205871","RPS3AP47","ENSG00000205871_RPS3AP47","processed_pseudogene","chr15",43115702,43116493,"-",19,15,25,25
"ENSG00000205885","C1RL-AS1","ENSG00000205885_C1RL-AS1","lncRNA","chr12",7108052,7122524,"+",140,75,76,83
"ENSG00000205903","ZNF316","ENSG00000205903_ZNF316","protein_coding","chr7",6637318,6658279,"+",1529,1047,899,976
"ENSG00000205937","RNPS1","ENSG00000205937_RNPS1","protein_coding","chr16",2253116,2268397,"-",7430,4588,4772,6559
"ENSG00000205978","NYNRIN","ENSG00000205978_NYNRIN","protein_coding","chr14",24399003,24419283,"+",321,405,152,219
"ENSG00000205981","DNAJC19","ENSG00000205981_DNAJC19","protein_coding","chr3",180983697,180989774,"-",972,588,569,737
"ENSG00000206053","JPT2","ENSG00000206053_JPT2","protein_coding","chr16",1678256,1702280,"+",6381,3892,3087,4096
